Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps
Udang tepung lada garam,"Udang--Tepung serbaguna (saya pake tepung sasa)--Telur, kocok lepas--Bahan lada garam :--1 buah cabai merah besar, buang bijinya, iris kecil--2 buah cabai rawit merah, iris--5 buah cabai rawit hijau, iris--5 siung bawang putih, cincang kasar--secukupnya Bawang daun iris--Garam--Merica--secukupnya Minyak goreng--","1) Bersihkan udang, buang kepala dan kulitnya, cuci lalu beri perasan jeruk nipis dan garam. Diamkan selama 15 menit, bilas.
2) Siapkan telur dan tepung serbaguna dalam wadah terpisah. Celupkan udang ke telur, gulingkan di tepung sambil ditekan tekan. Sisihkan.
3) Panaskan minyak, goreng udang hingga berwarna keemasan. Angkat, tiriskan dan hidangkan di piring saji.
4) Untuk taburan lada garam, tumis bawang putih terlebih dahulu dengan api kecil. Setelah tercium aroma wangi, masukan irisan cabe, bawang daun, garam, merica. Tumis sampai bawang putih berwarna agak kecoklatan (jgn sampai terlalu matang), angkat, tiriskan.
5) Taburkan bumbu lada garam diatas udang goreng tepung. Taraaa udang goreng tepung lada garam siap dihidangkan.",5,https://cookpad.com/id/resep/4230418-udang-tepung-lada-garam,udang,udang tepung lada garam,12,"udang , tepung pake tepung sasa , telur , kocok lepas , lada garam , cabai merah , buang bijinya , cabai rawit merah , cabai rawit hijau , bawang putih , cincang kasar , bawang daun , garam , merica , minyak goreng",5
Tahu udang santan bumbu iris,"200 gr udang (aku pakai pindang udang)--7 kotak tahu, potong dadu kecil, goreng--8 siung bawang merah iris tipis--6 siung bawang putih iris tipis--3 buah Lombok merah iris serong tipis--secukupnya garam--secukupnya gula--secukupnya kaldu bubuk--1/2 sdm ketumbar bubuk--1/4 sdt merica bubuk--1 Bks santan bubuk--5 gelas air--","1) Tumis bawang putih dan bawang merah sampai harum. Masukkan Lombok merah dan udang. Tumis sampai udang layu.
2) Masukkan tahu, bumbu lainnya dan air. Biarkan mendidih. Masukkan santan. Kecilkan api. Tunggu sebentar, sampai bumbu meresap. Angkat dan sajikan.",14,https://cookpad.com/id/resep/4230508-tahu-udang-santan-bumbu-iris,udang,tahu udang santan bumbu iris,12,"udang pindang udang , kotak tahu , potong dadu , goreng , bawang merah tipis , bawang putih tipis , lombok merah serong tipis , garam , gula , kaldu bubuk , biji ketumbar , merica bubuk , santan bubuk , air",2
Sambel pete udang (2),"200 gr udang kecil/sedang--8 papan pete--1 bh tomat merah (buang bijinya dan potong2)--Secukupnya garam, gula pasir, air dan kecap--Bumbu halus :--3/4 ons cabe merah--8 btr bawang merah--2 btr bawang putih--","1) Goreng udang setengah matang, angkat dan sisihkan
2) Tumis bawang merah dan bawang putih hingga harum dgn bekas minyak menggoreng udang.
3) Tambahkan cabe merah dan tomat, tumis hingga agk matang dan harum
4) Tambahkan pete dan udang, aduk2
5) Bubuhi dgn garam dan sedikit gula pasir, aduk2, beri kecap manis sedikit
6) Tambahkan sedikit air, tes rasa, angkat dan pete udang siap utk disantap bersama lalapan daun selada dan timun.. Nyam-nyam",16,https://cookpad.com/id/resep/4230291-sambel-pete-udang-2,udang,sambel pete udang ( ),8,"udang , papan pete , tomat merah buang bijinya potong , garam , gula pasir , air kecap , bumbu halus , cabe merah , bawang merah , bawang putih",6
Mie kuah udang,"250 gr udang basah, pisahkan kepalanya--1,5 liter air--1 ruas lengkuas, digeprek--3 lembar daun jeruk, potong tulang daunnya--1 sdm minyak untuk menumis--Bumbu halus:--1 sdm udang ambil dari bahan--5 butir bawang merah--3 siung bawang putih--4 butir kemiri--1/2 sdt merica--1 sdm garam--Bahan pelengkap:--250 gr/2 bungkus kecil mie telur, rebus sebentar, tiriskan--1/4 kol, potong2, rendam air panas, tiriskan--Segenggam taoge, rendam air panas, tiriskan--3 batang daun bawang, iris--2 batang daun sop, iris--Secukupnya bawang merah goreng--","1) Didihkan air. Panaskan minyak. Tumis bumbu halus, daun jeruk dan lengkuas sampai layu dan harum. Masukkan Udang, masak sampai udang berubah warna. Masukkan ke dalam air mendidih. Koreksi rasa, biarkan sesaat. Angkat.
2) Tata dalam mangkok; mie, kol, taoge, daun bawang, daun sop, bawang goreng dan siram kuah beserta udangnya.
3) Siap disajikan...^^.",5,https://cookpad.com/id/resep/4229978-mie-kuah-udang,udang,mie kuah udang,19,"udang basah , pisahkan kepalanya , air , lengkuas , digeprek , daun jeruk , potong tulang daunnya , minyak menumis , bumbu halus , udang ambil , bawang merah , bawang putih , kemiri , merica , garam , pelengkap , mie telur , rebus sebentar , tiriskan , kol , potong , rendam air panas , tiriskan , taoge , rendam air panas , tiriskan , batang daun bawang , batang daun sop , bawang merah goreng",3
Rempah kelapa udang,"1/4 kelapa muda parut--1 ons udang (bersihkan, buang kepala dn ekor)--1 butir telur--Bumbu halus:--5 siung bawang merah--3 siung bawang putih--1 buah cabe merah--1 sdt ketumbar--3 lembar daun jeruk--Secukupnya garam n gula--","1) Haluskan bumbu dan udang, kemudian campurkan kelapa parut smbil di uleg sbntar agar sdkit halus.
2) Masukkan telur, garam, dan gula lalu aduk hingga tercampur rata. Koreksi rasa
3) Ambil sedikit2 adonan rempah dan bentuk bulat lonjong.
4) Kemudian kukus adonan rempah selama 20 menit.
5) Lalu goreng dg api kecil biar matang sempurna
6) NB: jangan sering dibolak balik ya mom's biar rempah ga hancur.",3,https://cookpad.com/id/resep/4230005-rempah-kelapa-udang,udang,rempah kelapa udang,10,"kelapa muda parut , udang bersihkan , buang kepala dn , telur , bumbu halus , bawang merah , bawang putih , cabe merah , ketumbar , daun jeruk , garam n gula",6
Udang Kecil Tumis Bawang,Segenggam udang kecil--5 siung bawang putih--5 siung bawang merah--3 cabe rawit--Secukupnya garam--Secukupnya gula--Secukupnya trasi--,"1) Iris tipis bawang putih, bawang merah, cabe. Trasi halus.
2) Tumis dgn sdkt minyak bawang putih n bawang merah. Setelah kecoklatan dan harum masukkan trasi dan cabe. Terakhir masukkan udang kecil. Taburi gula dan garam. Tes rasa ya. Bumbu sdh pas n matang angkat deh.. Sajikan dgn nasi hangat n lalapan. Hhmm.. Suuukkka bgt..",1,https://cookpad.com/id/resep/4229670-udang-kecil-tumis-bawang,udang,udang tumis bawang,7,"udang , bawang putih , bawang merah , cabe rawit , garam , gula , trasi",2
Tumis udang jagung saos tiram,udang kecil buang kotoran ny--sisir jagung--cabe merah iris sesuai selera--bawang merah iris sesuai selera--secukupnya saos tiram--secukupnya lada bubuk--secukupnya minyak zaitun--air sedikit biar tumisan ga kering bngt--,"1) Tumis cabe merah, bawang merah dngn minyak zaitun sampai harum masukkn jagung msk smpai matang tambhkn udang,saos tiram,lada bubuk tambhkn air sedikit biar ga kering bngt aduk rata msk smpai matang angkt",3,https://cookpad.com/id/resep/4229671-tumis-udang-jagung-saos-tiram,udang,tumis udang jagung saos tiram,8,"udang buang kotoran ny , sisir jagung , cabe merah , bawang merah , saos tiram , lada , minyak zaitun , air biar tumisan ga kering bngt",1
Deep fried shrimp potato ball,"16 ekor udang,ukuran medium--secukupnya Garam dan merica--Bahan potato ball :--1 kg kentang--1 sdm butter--1 bh kuning telur--2 sdt garam--2 sdt merica bubuk--2 sdt paprika bubuk--Bahan pelapis :--2 btr telur,kocok lepas--secukupnya Tepung terigu--secukupnya Tepung roti kasar--","1) Bersihkan udang,buang kepala dan kulit. Sisakan ekornya. Beri garam dan merica secukupnya,diamkan 15 menit
2) Cuci bersih kentang,potong kecil2 kemudian goreng/kukus sampai matang. Angkat dan tiriskan. Langsung tambahkan butter dan kuning telur (kentang dalam keadaan panas) kemudian haluskan menggunakan garpu. Masukkan sisa bahan potato ball yang lain,aduk rata
3) Ambil sedikit adonan kentang,bulatkan kemudian buat lubang untuk memasukkan udang lalu tutup hingga udang tertutup. Jika adonan terlalu lembek dan tidak bisa dibentuk tambahkan sedikit tepung terigu pada adonan lalu aduk rata. Jangan lupa tangan dibalur tepung saat membentuk adonan agar tidak lengket
4) Masukkan udang di tepung terigu,celupkan ke kocokan telur,lapisi dengan bread crumb/tepung roti. Lakukan hingga adonan habis. Diamkan 15 menit di kulkas agar bread crumb menempel sempurna
5) Goreng dalam minyak panas dengan api kecil agar matang sampai ke dalam. Angkat dan tiriskan",1,https://cookpad.com/id/resep/4229017-deep-fried-shrimp-potato-ball,udang,deep fried shrimp potato ball,13,"udang , medium , garam merica , potato ball , kentang , butter , kuning telur , garam , merica bubuk , paprika bubuk , telur , kocok lepas , tepung terigu , tepung roti kasar",5
Udang saus padang sederhana,1/4 kg udang ukuran sedang--1 Bawang bombai--2 Siung bawang merah--3 siung bawang putih--4 buah cabe Orange--1 buah tomat--Secukupnya Saos tomat--2 sdm saos tiram--Lada bubuk--Garam--Gula--Air--,"1) Tumis irisan bawang merah, bawang putih, dan bawang bombai sampai harum. Lalu masukkan cabe, tomat, garam dan gula
2) Setelah harum dan layu masukkan udang, lalu tumis sampai udang berubah warna menjadi kemerahan.
3) Kemudian tambahkan saus tiram, aduk sebentar. Lalu masukkan air secukupnya dan tambahkan saus tomat dan lada. Aduk rata sampai mendidih
4) Koreksi rasa. Tambahkan irisan daun bawang untuk menambah cita rasa",8,https://cookpad.com/id/resep/4227884-udang-saus-padang-sederhana,udang,udang saus padang sederhana,12,"udang , bawang bombai , bawang merah , bawang putih , cabe orange , tomat , saos tomat , saos tiram , lada , garam , gula , air",4
Cah Kangkung plus Udang,1 iket Bayam--secukupnya Udang Segar--5 buah Cabe Merah--3 buah Cabe Hijau--1/2 buah Tomat segar--4 Siung Bawang Merah--2 Siung Bawang Putih--1 Bungkus Saori Saos Tiram--secukupnya Masako rasa Ayam--,"1) Potong-potong kangkung sesuai selera (saran qu kalo batangnya besar2 lebih baik di belah 2 supaya lebih bersih pas di cuci) cuci bersih udang dan kupas kulitnya
2) Iris bawang merah, bawang putih, cabe dan tomat
3) Tumis dengan api sedang bawang merah, bawang putih juga cabe dan tomat sampai harum, masukan udang dan kangkung
4) Aduk hingga rata dan tambahkan saori saos tiram juga masako dan sajikan selagi hangat",8,https://cookpad.com/id/resep/4227455-cah-kangkung-plus-udang,udang,cah kangkung plus udang,9,"iket bayam , udang segar , cabe merah , cabe hijau , tomat segar , bawang merah , bawang putih , saori saos tiram , masako ayam",4
Tauco cumi-udang petai,"250 gr cumi--250 gr udang--100 gr tahu (3 potong tahu) potong memanjang--1 papan tempe ukuran kecil potong dadu--5 bawang merah diiris--2 bawang putih diiris--Seiris tipis jahe--100 gr cabai hijau diiris memanjang--1 ruas kunyit diparut--1 batang daun bawang diiris--secukupnya Garam, merica, penyedap--2 buah tomat hijau--1 bungkus tauco--","1) Bersihkan cumi dan udang sampai bersih dan beri sedikit garam dan jeruk nipis
2) Goreng tahu dan tempe setengah mateng
3) Goreng udang dan cumi setengah matang agar tidak amis
4) Tumis bawang, setelah harum masukkan cabai hijau, tomat dan jahe serta kunyit
5) Diamkan sebentar lalu masukkan cumi dan udang. Tumis sebentar.
6) Masukkan tauco. Tambahkan merica dan penyedap. (tidak perlu tambahkan garam lagi karna tauco udah asin)
7) Tambahkan sedikit air agar tdk gosong/terlalu kering.
8) Setelah mendidih masukkan tahu dan tempe serta petai yg sudah dipotongi.
9) Diamkan sebentar masukkan daun bawang.
10) Aduk2 sebentar dan angkat.
11) Tauco cumi-udang petai siap disajikan dan disantap dengan nasi panas.",1,https://cookpad.com/id/resep/4226342-tauco-cumi-udang-petai,udang,tauco cumi udang petai,13,"cumi , udang , tahu potong tahu potong memanjang , papan tempe potong dadu , bawang merah diiris , bawang putih diiris , seiris tipis jahe , cabai hijau diiris memanjang , kunyit diparut , batang daun bawang diiris , garam , merica , penyedap , tomat hijau , tauco",11
Tumis toge udang,"150 gr udang basah (buang kulit)--250 gr toge--1 bh wortel uk sedang (iris memanjang)--4 siung bawang putih--2 siung bawang merah--1 cabai ijo keriting /besar--1 cabai merah keriting / besar (bisa di + rawit)--2 Batang daun bawang (potong"")--1 sdm saos tiram--1 sdm kaldu sapi (boleh ganti masako / royco)--1/2 sdt gula--Secukup nya garam--Secukup nya air--","1) Iris bawang & cabai  lalu tumis sampai Wangi  masukkan udang kupas aduk"" sampai berubah warna lalu tambahkan air, masukkan wortel, kaldu, saos tiram dan gula biarkan sebentar sampai wortel layu lalu masukkan toge dan daun bawang icip rasa bila kurang asin tambahkan garam  aduk sebentar saja sampai toge sedikit layu.
2) Angkat & siap sajikan",10,https://cookpad.com/id/resep/4205295-tumis-toge-udang,udang,tumis toge udang,13,"udang basah buang kulit , toge , wortel memanjang , bawang putih , bawang merah , cabai ijo keriting , cabai merah keriting + rawit , batang daun bawang potong '' , saos tiram , kaldu sapi ganti masako royco , gula , secukup nya garam , secukup nya air",2
Oseng cumi udang pete cabe,"1/4 kg udang buang kepala, ekor,cangkang--1/4 kg cumi, hilangkan tinta dan bagian bening panjang, iris--4 papan pete belah untuk memastikan tidak ada ulat--bumbu :--3 siung bawang merah iris--3 siung bawang putih iris--1/4 siung bawang bombay iris--1 buah tomat merah (boleh tomat hijau) iris--cabe rawit hijau dan merah sesuai selera iris--6 iris cabe hijau besar--6 iris cabe hijau keriting--secukupnya lada bubuk--secukupnya gula garam--secukupnya kaldu jamur--1 sdt kecap manis--2 daun salam sobek--2 daun jeruk sobek--","1) Tumis semua bumbu hingga harum, lalu masukkan udang dan pete. Koreksi rasa kemudian terakhir baru masukkan cumi. Masak sebentar hingga cumi matang. Angkat dan sajikan.",10,https://cookpad.com/id/resep/4226659-oseng-cumi-udang-pete-cabe,udang,oseng cumi udang pete cabe,17,"udang buang kepala , cangkang , cumi , hilangkan tinta bening panjang , papan pete belah ulat , bumbu , bawang merah , bawang putih , bawang bombai , tomat merah tomat hijau , cabe rawit hijau merah , cabe hijau , cabe hijau keriting , lada , gula garam , kaldu jamur , kecap manis , daun salam sobek , daun jeruk sobek",1
Udang cremy asem manis,250 gram udang besar..kupas--bumbu--mayonaise secukupnya..tergantung suka asem apa ngga😁--2 sendok makan susu kental manis--1/2 buah lemon--wijen atau sesemi seed--secukupnya tepung jagung--secukupnya mrica bubuk--sedikit garam--minyak tuk menggoreng--,"1) Lumuri udang kupas yang tadi dengan ssemua bumbu ter kecuali lemon dan minyak
2) Diamkan selama 10 menot lalu celupkan ke tepung jagung dan goreng sampai ke merahan
3) Lalu tata udang yg sudaj d goreng
4) Sause nya campur mayonaise dengan susu dan perasan jeruk lemon aduk"" lalu siramkan d atas udang dan taburkan garnis biji wijen nya ya..tata sesuai selera
5) Selamat mencoba",3,https://cookpad.com/id/resep/4226208-udang-cremy-asem-manis,udang,udang cremy asem manis,10,"udang besarkupas , bumbu , mayonaise suka asem ngga , susu kental manis , lemon , wijen sesemi seed , tepung jagung , mrica bubuk , garam , minyak tuk",5
Tumis Buncis Tahu Udang,100 gram buncis--5 buah tahu kulit--6 ekor udang--400 CC air--1 sdt garam dan sedikit penyedap--2 sdm kaldu ayam--Secukupnya minyak goreng--iris Bahan--3 buah bawang merah--2 butir bawang putih--Seruas jahe dan lengkoas--1 buah asam kandis--1 buah tomat--100 gram cabe rawit--,"1) Siapkan semua bahan, iris2 bahan.
2) Panaskan minyak, lalu tambahkan semua bahan iris kecuali daun bawang, tomat dan cabe rawit, masak sampai agak kekuningan baru tambahkan cabe rawit aduk sebentar sampai tercampur rata.
3) Baru tambahkan kacang buncis dan udang masak sebentar.
4) Tambahkan tahu kulit masak sampai buncis agak sedikit layu.
5) Lalu tambahkan kaldu ayam dan garam aduk kembali.
6) Baru tuang air dan Tambahkan tomat dan daun bawang masak sampai mendidih.
7) Taraaa jadi deh, biar lebih jelas lihat tutorial nya yaa
8) Tes rasa kalau sudah siap dinikmati deh",12,https://cookpad.com/id/resep/4225400-tumis-buncis-tahu-udang,udang,tumis buncis tahu udang,14,"buncis , tahu kulit , udang , air , garam penyedap , kaldu ayam , minyak goreng , bawang merah , bawang putih , jahe lengkoas , asam kandis , tomat , cabe rawit",8
Bakso Udang 1year+++,Bahan Bakso :--1/4 kg Udang (Kupas)--1/4 btg Wortel (Parut)--Secukupnya Lada--2 siung Bawang Putih--Secukupnya Gurih Ya (Seaweed)--10 ml air putih--5 sdk Tepung Maizena--Bahan Kuah :--2 siung Bawang Putih (Digoreng)--3 siung Bawang Merah (Digoreng)--1/2 btg Daun Bawang--Secukupnya Garam--Secukupnya Kecap Asin--Secukupnya Lada--Secukupnya Gula--1/4 btg Wortel--2 lembar Sawi Putih--Kulit Udang--,"1) Blender semua bahan Bakso sampai halus kecuali Tepung Maizena
2) Hasil blender udang dicampur dengan Tepung Maizena
3) Rebus Kulit Udang agar menjadi kaldu udang dan kuahnya wangi. Setelah mendidih, buang kulit udang
4) Masukkan bulatan-bulatan bakso ke dalam air didihan kaldu udang. Tunggu sampai bakso udang matang. Pastikan dalamnya matang ya (sy coba rebus 1 biji dulu dan kelihatannya matang, tp pas dipotong tengahnya masih ada tepung)
5) Setelah bakso udang matang dan mengapung, masukkan wortel dan bahan kuah
6) Tes Rasa",9,https://cookpad.com/id/resep/4225561-bakso-udang-1year,udang,bakso udang one year+ear+++,19,"bakso , udang kupas , btg wortel parut , lada , bawang putih , gurih seaweed , air putih , sdk tepung maizena , kuah , bawang putih digoreng , bawang merah digoreng , btg daun bawang , garam , kecap asin , lada , gula , btg wortel , sawi putih , kulit udang",6
Sop Udang irit,"500 gr Udang Lipan,kupas, buang kepala, sisakan ekor--500 gr kentang, kupas, potong sesuai selera--3 buah wortel ukuran sedang, bersihkan, iris memanjang atau bulat2--Daun sop & daun seledri, iris2--2 buah tomat ukuran sedang, potong2--bumbu halus :--3 siung bawang putih--4 siung bawang merah--secukupnya garam & penyedap--sesuai selera merica bubuk--","1) Rebus 1,5 liter air hingga mendidih
2) Masukkan kentang & wortel yang sudah dicuci, tggu kira2 hingga setengah matang
3) Masukkan udang & bumbu halus, aduk rata & tes rasa
4) Setelah matang, matikan kompor, masukkan potongan tomat & irisan daun sop daun seledri, aduk rata
5) Siap disajikan",4,https://cookpad.com/id/resep/4225032-sop-udang-irit,udang,sop udang irit,10,"udang lipan , kupas , buang kepala , sisakan , kentang , kupas , potong , wortel , bersihkan , memanjang bulat , daun sop & daun seledri , tomat , potong , bumbu halus , bawang putih , bawang merah , garam & penyedap , merica bubuk",5
Tauco tahu udang / tauco tahu,5 buah tahu besar sutra (bisa tahu apa aja)--1 ons udang kupas--3 bungkus tauco (saya pakai merk tabera krn rasanya lebih enak dan asinnya pas)--3 siung bawang putih--6 siung bawang merah--5 buah cabai merah keriting--20 buah cabai merah kecil (sesuai selera)--5 buah cabai ijo besar--1 ruas lengkuas geprek--3 buah daun salam--1 buah tomat merah ukuran sedang--Secukupnya air--Secukupnya penyedap ayam--,"1) Potong tahu sesuai selera lalu goreng hingga matang. Angkat tiriskan
2) Iris bawang merah putih cabai tomat.
3) Tumis bawang merah putih hingga harum masukan cabai tomat lengkuas daun salam udang dan tauco. Masak hingga udang berubah warna menjadi merah.
4) Masukan secukupnya air dan penyedap aduk rata, masukan tahu yg sudah digoreng diamkan sampai bumbu meresap. Koreksi rasa lalu sajikan
5) Ini merk tauco yang saya pakai. Saya tidak memakai garam dalam resep ini krn tauco sudah asin.",3,https://cookpad.com/id/resep/4224962-tauco-tahu-udang-tauco-tahu,udang,tauco tahu udang / tauco tahu,13,"tahu sutra tahu , udang kupas , tauco merk tabera krn enak asinnya pas , bawang putih , bawang merah , cabai merah keriting , cabai merah , cabai ijo , lengkuas , daun salam , tomat merah , air , penyedap ayam",5
Udang mentega asem pedas,1/2 kg udang--2 buah wortel iris panjang--I buah bawang bombay--7 siung bawang merah--3 siung bawang putih--7 buah cabe merah--7 buah cabe rawit merah--3 sdm saus tomat--2 sdm saus cabe--1 sdm saus tiram--1 sdm mentega--Jeruk nipis--1/2 sdt Garam--1/4 sdt gula--bila perlu Penyedap rasa--Minyak goreng untuk menumis--,"1) Rebus udang sebentar sampai berubah warna
2) Iris halus semua bahan bumbu
3) Panaskan minyak goreng. Tumis bumbu sampai harum.
4) Tambahkan saus tomat, saus cabe dan saus tiram. Tambahkan sedikit air
5) Setelah mulai mendidih masukan wortel dan udang.
6) Beri perasan air jeruk nipis, garam, penyedap rasa
7) Masak dan aduk sebentar. Angkat dan sajikan",1,https://cookpad.com/id/resep/4224885-udang-mentega-asem-pedas,udang,udang mentega asem pedas,16,"udang , wortel panjang , i bawang bombai , bawang merah , bawang putih , cabe merah , cabe rawit merah , saus tomat , saus cabe , saus tiram , mentega , jeruk nipis , garam , gula , penyedap , minyak goreng menumis",7
Tumis Kangung mix Udang Tepung 😋,👉 1 ikat Kangkung--1 lembar Daun Salam--2 Bawang Merah--1 Bawang Putih--5 Cabai--Penyedap Rasa--1 sdt Garam--1 sdt Gusir--Secukupnya Minyak--Sedikit Garam--👉 Udang Goreng Tepung--4 sdm Tepung Bumbu Sajiku--1 sdm Tepung Beras--Sedikit Air--,"1) Siapkan Bahan, Cuci Udang buang Kepala dan Kulit, campur ke2 Tepung dg Air (jgn keenceran), celupkan udang dan goreng hingga kuning kecoklatan, tiriskan dan sisihkan
2) Panaskan Minyak, Masukan Cabai. Bawang putih. Bawang merah dan Daun Salam, tumis smpe wangi masukan Kangkung, aduk rata tambahakan Penyedap Rasa, Garam dan Gusir. Check Rasa, jika sdh Pas, Masukan Udang goreng tepung td, aduk rata, tunggu Sii Kangkung layu dan Empuk, matikan kompor dan sajikannnn
3) Selamat Mencoba. Happy Cooking",1,https://cookpad.com/id/resep/4058215-tumis-kangung-mix-udang-tepung-%F0%9F%98%8B,udang,tumis kangung mix udang tepung,14,"kangkung , daun salam , bawang merah , bawang putih , cabai , penyedap , garam , gusir , minyak , garam , udang goreng tepung , tepung bumbu sajiku , tepung beras , air",3
Tumis Sayur with Shrimp,"1/4 wortel,potong sesuai selera--2 buah jagung manis,disisir--1 buah kembang kol,potong kecil²--2 buah kentang,potong kotak² (digoreng sebentar)--secukupnya Udang,--1 buah Bawang Bombay--4 siung Bawang putih,cincang kasar--1 tangkai Daun bawang--Garam dan Penyedap--Lada / merica--","1) Potong² sayuran sesuai kemauan, wortel,jagung dan kembang kol direbus sebentar saja,kecuali kentang (me: digoreng)
2) Tumis bawang putih dan bawang bombay hingga harum..lalu masukkan udang tumis hingga berubah warna
3) Masukkan daun bawang tumis hingga layu,lalu masukan sayur2 tadi yg sudah direbus dan digoreng
4) Aduk hingga tercampur rata,beri sedikit garam,lada dan penyedap (me: menambahkan sedikit air,supaya bumbu bs tercampur rata) masak hingga air menyusut
5) Koreksi rasa dan siap untuk di sajikan",60,https://cookpad.com/id/resep/4224530-tumis-sayur-with-shrimp,udang,tumis sayur with shrimp,10,"wortel , potong , jagung manis , disisir , kembang kol , potong kecil² , kentang , potong kotak² digoreng sebentar , udang , bawang bombai , bawang putih , cincang kasar , tangkai daun bawang , garam penyedap , lada merica",5
Udang tepung saus mentega,1/4 udang ukuran sedang--1 bawang bombay (iris tebal)--5 bawang putih (cincang)--3 lombok merah (pengganti paprika)--3 lombok hijau (pengganti paprika)--Saus mentega (saya pakai saori)--Saus tiram--Garam--Minyak goreng (untuk menggoreng udang tepungnya)--Mentega (untuk menumis)--1/2 gelas air putih--Sdt tepung maizena--Sdt lada putih--(celupan pertama)--1 butir telur ayam--Sdt Tepung terigu--Sdt penyedap ayam--(Celupan lumuran)--Tepung bumbu serbaguna (saya pakai kobe)--Tepung beras--,"1) Bersihkan udang dan buang kepala dan kulitnya lallu cuci bersih dan tambhkan sdt garam dan jeruk nipis sedikit saja lallu aduk dan sisihkan(jeruk nipis buat hilngn amis saja)
2) Siapkan bahan. Cuci bersih bahan(bawang putih bawang bombay dan lombok).lallu iriss. oya buat lomboknya buang biji2nya yaapke kulitnyaa saja
3) Siapkan adonan buat celupan pertama. Msukan telur ayam tepung terigu dan penyedap rasa ayam aduk dan kocok lepas dan tmbhkn 1 sendok air biar adonan tdk menggumpal
4) Celupan ke dua siapkn piring dan tepung serbaguna dan tepung beras adukkk
5) Lallu msukann udang kedalam adonan pertama dan lajut ke adonan ke dua bolak balikk yaa biar tepungnyaa tebal dan kerasa crispy lakukann smpe habis.
6) Lallu siapkan wajan dan beri minyak goreng tunggu smpe minyak panas. Stelah minyak panas.Goreng semuaa udang tepungnyaa smpe warna kecoklatan lakukna smpe habis lallu angkat dan tiriskan
7) Tumis bawang putih dengan 2 sendok margarine aduk2 tmbhkn bawang bombay dan lombok merah hijau. Aduk merata. tambhkan 1/2 gelas air putih yg sdh trcampurkn dengan tepung maizena lallu aduk
8) Masukan saus mentega dan saus tiram dan beri lada sedikit. Aduk. Tambhkan udang tepung yg sdh di goreng aduk2. Smpe merata dan tiriskann
9) Lalu siap di hidangkan dengan nasi panas. Dijamin mantapp selamat mencoba..",7,https://cookpad.com/id/resep/4224153-udang-tepung-saus-mentega,udang,udang tepung saus mentega,20,"udang , bawang bombai tebal , bawang putih cincang , lombok merah pengganti paprika , lombok hijau pengganti paprika , saus mentega saori , saus tiram , garam , minyak goreng udang tepungnya , mentega menumis , air putih , tepung maizena , lada putih , celupan , telur ayam , tepung terigu , penyedap ayam , celupan lumuran , tepung bumbu kobe , tepung beras",9
Cap cay goreng udang,2 buah wortel--8 buah jagung muda--1 kaleng jamur--1/4 kg udang--3 sdm angciu--1 sdm kecap ikan--Garam--Penyedap rasa--5 siung bawang putih iris--1 buah sawi putih--4 sdm Minyak goreng--,"1) Panaskan wajan yang telah di beri minyak. Masukan bawang putih hingga harum.
2) Lalu masukan udang hingga berubah warna.
3) Masukan wortel dan jagung muda.
4) Lalu masukan angciu, penyedap rasa, garam dan kecap ikan.
5) Setelah matang masukan jamur kaleng. Lalu beri sedikit air.
6) Tunggu hingga sayur empuk. Dan sajikan selagi hangat.",3,https://cookpad.com/id/resep/4223892-cap-cay-goreng-udang,udang,cap cay goreng udang,11,"wortel , jagung muda , kaleng jamur , udang , angciu , kecap ikan , garam , penyedap , bawang putih , sawi putih , minyak goreng",6
Kaldu Kepala Dan Kulit Udang,"1 ons udang--1 sdm minyak/margarin untuk menumis--2 gelas air bersih--secukupnya garam--1/2 sdt merica bubuk--Bumbu :--2 siung bawang putih, geprek--1 siung bawang merah, iris tipis--1/2 ruas jari jahe, geprek--","1) Persiapkan semua bahan. kupas lalu cuci bersih kulit dan kepala udang
2) Tumis bumbu sebentar lalu masukkan kulit dan kepala udang dalam minyak sedikit sampai berwarna kemerahan, kering dan aromanya wangi
3) Tuang air bersih tambahkan garam dan merica bubuk. aduk rata
4) Rebus sampai air berkurang dengan api kecil
5) Siap digunakan dalam segala jenis olahan masakan lezat",2,https://cookpad.com/id/resep/4223721-kaldu-kepala-dan-kulit-udang,udang,kaldu kepala kulit udang,9,"udang , minyak margarin menumis , air , garam , merica bubuk , bumbu , bawang putih , geprek , bawang merah , tipis , jahe , geprek",5
