Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps
Ayam Woku Manado,1 Ekor Ayam Kampung (potong 12)--2 Buah Jeruk Nipis--2 Sdm Garam--3 Ruas Kunyit--7 Bawang Merah--7 Bawang Putih--10 Cabe Merah--10 Cabe Rawit Merah (sesuai selera)--3 Butir Kemiri--2 Batang Sereh--2 Lembar Daun Salam--2 Ikat Daun Kemangi--Penyedap Rasa--1 1/2 Gelas Air--,"1) Cuci bersih ayam dan tiriskan. Lalu peras jeruk nipis (kalo gak ada jeruk nipis bisa pake cuka) dan beri garam. Aduk hingga merata dan diamkan selama 5 menit, biar ayam gak bau amis.
2) Goreng ayam tersebut setengah matang, lalu tiriskan
3) Haluskan bumbu menggunakan blender. Bawang merah, bawang putih, cabe merah, cabe rawit, kemiri dan kunyit. Oh iya kasih minyak sedikit yaa biar bisa di blender. Untuk sereh nya di geprek aja terus di buat simpul.
4) Setelah bumbu di haluskan barulah di tumis. Jangan lupa sereh dan daun salamnya juga ikut di tumis. Di tumis sampai berubah warna ya
5) Masukan ayam yang sudah di goreng setengah matang ke dalam bumbu yang sudah di tumis, dan diamkan 5 menit dulu. Biar bumbu meresap. Lalu tuangkan 1 1/2 Gelas air. Lalu tambahkan penyedap rasa (saya 3 Sdt, tapi sesuai selera ya) koreksi rasa dan Biar kan sampai mendidih
6) Setelah masakan mendidih, lalu masukan daun kemangi yang sudah di potong potong. Masak lagi sekitar 10 menit. And taraaaaaaaaaaaaaa..... jadi deh Ayam Woku Manadonya.
7) Oh iyaa kalo mau di tambahkan potongan tomat merah juga bisa ko. Sesuai selera aja yaa buibuuuu",1,https://cookpad.com/id/resep/4473027-ayam-woku-manado,ayam,ayam woku manado,14,"ayam kampung potong , jeruk nipis , garam , kunyit , bawang merah , bawang putih , cabe merah , cabe rawit merah , kemiri , serai , daun salam , daun kemangi , penyedap , air",7
Ayam goreng tulang lunak,1 kg ayam (dipotong sesuai selera jangan kecil2 ya)--2 batang serai (memarkan)--4 lembar daun jeruk--7 butir bawang putih (haluskan)--1 sdm ketumbar (haluskan)--3 ruas jari Laos (haluskan)--3 ruas jari kunyit (haluskan)--2 butir kemiri (haluskan)--secukupnya Garam--Secukupnya Air (tuk ukep ayam)--Secukupnya Minyak goreng--,"1) Haluskan bumbu2nya (BaPut, ketumbar, kemiri, kunyit, Laos, garam) hingga halus, sisihkan
2) Campur kan bumbu halus tadi dengan ayam yg sudah dicuci bersih dan sudah dipotong didalam panci presto. Uleni sampai tercampur rata.
3) Tambahkan air hingga ayam tenggelam semua. Masukkan serai dan daun jeruk nya kedalam rendaman ayam. Tutup panci presto rebus/ ukep presto sampai kurleb 45 menit. Dengan api sedang.
4) Setelah proses ukep presto selesai, tunggu suhu dingin ruang. Lalu goreng ayam dengan minyak goreng api sedang sampai ayam berwarna kecoklatan.
5) Matang dan sajikan ayam selagi hangat bersama nasi putih, sambal dgn perasan jeruk nipis, lalapan.",1,https://cookpad.com/id/resep/4471956-ayam-goreng-tulang-lunak,ayam,ayam goreng tulang lunak,11,"ayam dipotong , serai , daun jeruk , bawang putih haluskan , biji ketumbar , laos haluskan , kunyit , kemiri , garam , air tuk ukep ayam , minyak goreng",5
Ayam cabai kawin,1/4 kg ayam--3 buah cabai hijau besar--7 buah cabai merah rawit--3 siung bawang putih--2 siung bawang merah--secukupnya Gula--secukupnya Garam--1/4 buah tomat merah--secukupnya Air--secukupnya Minyak goreng--,"1) Panaskan minyak di dalam wajan. Setelah minyak panas masukkan ayam yang sudah dipotong dadu. Goreng hingga matang. Lalu tiriskan.
2) Haluskan bawang putih, bawang merah, cabai hijau dan merah, tomat.
3) Panaskan minyak didalam wajan. Setelah minyak panas, masukkan bumbu yang sudah halus. Tunggu sampai wangi. Masukkan ayam yang sudah di goreng. Tambahkan air, gula dan garam. Tunggu sampai bumbu meresap di ayam. Sajikan.",2,https://cookpad.com/id/resep/4473057-ayam-cabai-kawin,ayam,ayam cabai kawin,10,"ayam , cabai hijau , cabai merah rawit , bawang putih , bawang merah , gula , garam , tomat merah , air , minyak goreng",3
Ayam Geprek,"250 gr daging ayam (saya pakai fillet)--Secukupnya gula dan garam--50-100 gr tepung ayam serbaguna--Secukupnya lalapan (kemangi,kol,timun)--Secukupnya minyak panas--❤sambal korek--Secukupnya cabe rawit merah dan bwg putih--","1) Goreng ayam seperti ayam krispi
2) Ulek semua bahan sambal kemudian campur dengan minyak panas bekas goreng ayam
3) Geprek ayam kemudian campur dengan sambal,sajikan dengan lalapan",10,https://cookpad.com/id/resep/4473023-ayam-geprek,ayam,ayam geprek,7,"daging ayam fillet , gula garam , tepung ayam , daun kemangi , kol , timun , minyak panas , sambal korek , cabe rawit merah bawang putih",3
Minyak Ayam,"400 gr kulit ayam & lemaknya--8 siung bawang putih kating, cincang kasar--1 ruas jahe, geprek--350 ml minyak goreng--1 sdm ketumbar bubuk--","1) Cuci bersih kulit ayam. Sisihkan
2) Ambil 50 ml minyak goreng satu bahan yg sudah disiapkan tadi. Tumis jahe hingga harum.
3) Masukkan kulit ayam, ketumbar dan bawang. Biarkan hingga keluar minyak alaminya sambil diaduk-aduk.
4) Tambahkan sisa minyak goreng. Masak hingga kulit ayam mengering. Angkat dan saring.
5) Setelah cukup dingin minyak ayam tadi dapat disimpan dalam wadah kering seperti mason jar/botol. Kalo saya, saya masukkan juga sedikit bawang putih goreng.
6) Kulit ayam yg sudah digoreng kering tadi bisa dinikmati begitu saja sebagai camilan dengan ditaburi sejumput garam lalu aduk rata.",4,https://cookpad.com/id/resep/4427438-minyak-ayam,ayam,minyak ayam,5,"kulit ayam & lemaknya , bawang putih , cincang kasar , jahe , geprek , minyak goreng , biji ketumbar",6
Nasi Bakar Ayam,"1 piring nasi--¹/⁴ fillet ayam, potong kotak, cuci bersih--Daun pisang yang sudah dibersihkan--Lidi/tusuk gigi untuk mengapit daun--1 lbr daun salam--3 cm serai, memarkan--1 ikat daun kemangi, opsional--1 cabe merah besar, iris tipis--1 sdt kecap manis--Minyak untuk menumis--100 ml air--Bumbu Halus:--1 cabe merah besar--3 cabe kecil--2 siung bawang merah--1 siung bawang putih--1 kemiri--1 cm kunyit--¹/² ruas jahe--¹/⁴ tomat--1 sdt gula pasir--1 blok kaldu ayam (aku biasa pake maggy) pake royco, masako--Merica (dikira2 z takar nya, aku sdkit z sih)--","1) Tumis bumbu halus, masukkan daun salam, serai
2) Masukkan potongan ayam, kecap dan air, masak hingga air menyusut dan koreksi rasa
3) Masukkan irisan cabe merah dan daun kemangi, aduk sebentar dan matikan api
4) Tata daun pisang, tata nasi di atas daun, beri isian ayam atau bisa juga nasi di campur dan diaduk dulu dengan ayam baru di tata di daun Pisang, bunbu ayam akan lebih meresap k nasi
5) Setelah nasi di bungkus, barulah nasi di bakar, aku bakar pake teflon z br cepet
6) Sajikan selagi hangat endeusss
7) Note: Jangan membakar terlalu lama biar nasi ga kotor dari daun yg di bakar kering",1,https://cookpad.com/id/resep/4472552-nasi-bakar-ayam,ayam,nasi bakar ayam,23,"piring nasi , fillet ayam , potong kotak , daun pisang dibersihkan , lidi tusuk gigi mengapit daun , daun salam , serai , memarkan , daun kemangi , cabe merah , tipis , kecap manis , minyak menumis , air , bumbu halus , cabe merah , cabe , bawang merah , bawang putih , kemiri , kunyit , jahe , tomat , gula pasir , blok kaldu ayam pake maggy pake royco , masako , merica takar nya ",7
Ayam Saus Hintalu Jaruk,"1/2 Ekor ayam--2 Butir Hintalu Jaruk--1 Buah Cabe merah--1 Buah Cabe hijau--300 gr Tepung terigu--1 bks Merica bubuk--2 Siung Bawang putih--1 Buah jeruk nipis--secukupnya Minyak goreng untuk menumis dan menggoreng--secukupnya Gula, garam dan penyedap rasa--","1) Potong ayam menjadi kotak-kotak ukuran sedang cuci bersih kemudian lumuri perasan jeruk nipis, garam dan merica
2) Buat adonan tepung untuk melapisi ayam. Adonan A (Tepung terigu, garam, merica, penyedap dan air es) dan adonan B (Tepung terigu, garam, merica dan penyedap)
3) Masukan daging ayam kedalam adonan A kemudian lapisi dengan adonan B, setelah itu goreng daging kedalam minyak panas sampai berwarna kuning keemasan. Angkat tiriskan
4) Cincang bawang putih,iris seron cabe merah dan cabe hijau. Lumatkan kuning hintalu jaruk aka telur asin dengan air dingin sampai berbentuk pasta
5) Tumis bawang putih dan cabe sampai harum, kemudian tuangkan ayam dan pasta kuning telur.
6) Tambahkan gula, garam, penyedap dan merica secukupnya. Tes rasa dan masal hingga mengental
7) Angkat dan sajikan bersama nasi putih panas. Selamat mencoba",0,https://cookpad.com/id/resep/4437475-ayam-saus-hintalu-jaruk,ayam,ayam saus hintalu jaruk,10,"ayam , hintalu jaruk , cabe merah , cabe hijau , tepung terigu , merica bubuk , bawang putih , jeruk nipis , minyak goreng menumis , gula , garam penyedap",7
Ayam saos teriyaki Lada Hitam,Ayam bagian dada dan tulang--1 buah bawang bombay--2 siung bawang daun--4 siung bawang putih--1 buah cabe merah besar--1 buah cabe ijo besar--Bahan bumbu :--secukupnya Air--Mentega untuk menumis--1 bungkus saos teriyaki (2 sdm)--1 sdm gula pasir--1 bungkus royco ayam--Larutan meizena--,"1) Cara Buat :
1. Sediakan teplon or wajan beri sedikit minyak dan masukan bawang putih dan bawang bombay yang sudah di potong potong tumis sampai harum. Bisa juga sebelum dimasak ayamnya dibalurkan ke saos teriyaki dan diamkan selama 15 menit agar meresap
2) 2. Masukan ayam oseng sampai agak mateng, baru masukan cabe ijo dan merah.
Beri sedikit air
3) 3. Masukan bumbu royco ayan saos teriyaki, gula, dan bubuk lada hitam. Cicipin
4) 4. Setelah mulai mateng masukan daun bawang jika ingin kental bisa masukan larutan meizena yak. Saya tadi gak pake karena tiba tiba amnesia kirain punya tepungnya ternyata udah habis ..
Setelah masak siap disajikan dengan nasi angat.",0,https://cookpad.com/id/resep/4472877-ayam-saos-teriyaki-lada-hitam,ayam,ayam saos teriyaki lada hitam,13,"ayam dada tulang , bawang bombai , bawang daun , bawang putih , cabe merah , cabe ijo , bumbu , air , mentega menumis , saos teriyaki , gula pasir , royco ayam , larutan meizena",4
Steak ayam,300 gr dada ayam fillet--1 sdm air jeruk nipis--secukupnya garam--adonan basah--50 gr terigu--10 gr maizena--1/4 sdt merica--garam--secukupnya air--adonan kering--150 gr terigu--30 gr maizena--1/2 sdt merica bubuk--1/4 sdt kaldu jamur--secukupnya garam--secukupnya minyak goreng--bahan saus jamur--50 gr jamur tiram blender--3 bawang putih cincang halus--20 gr keju parut--1 sdm maizena cairkan dgn air--2 sdm saus tiram--1 sdm kecap manis--1/2 sdt merica halus--secukupnya garam & kaldu jamur--air--bahan pelengkap--buncis dan wortel di kukus--,"1) Cuci bersih ayam, iris tipis melebar, rendam dgn garam dan air jeruk nipis 10 menit, cuci
2) Campur adonan kering, sisihkan
3) Campur adonan basah, sisihkan
4) Panaskan minyak goreng dgn api sedang, gulingkan ayam pada adonan kering, lalu celup ke adonan basah, gulingkan lg pada adonan kering, jgn di remas2, kibas2 daging ayam pada adonan kering, lalu goreng di minyak yg banyak dan panas, biarkan krispinya terbentuk dl, jgn di balik2 dl, setelah cukup kering br di balik, goreng smpe matang, tiriskan
5) Blender jamur tiram kasih air sedikit. tumis bawang putih yg di cincang halus, masukkan jamur yg di blender, masukkan bumbu2 yg lain sampai meresap, lalu tuang maizena yg sdh di cairkan dgn setengah gelas air, aduk2, masukkan keju parut, aduk sampai meletup2, tes rasa, klo sdh sesuai, angkat
6) Tata dlm piring, ayam goreng tepung dan sayur kukus, siram dgn saus jamur, taburi daun bawang atau parsley jk ada.",6,https://cookpad.com/id/resep/4472822-steak-ayam,ayam,steak ayam,28,"dada ayam fillet , air jeruk nipis , garam , terigu , maizena , merica , garam , air , adonan kering , terigu , maizena , merica bubuk , kaldu jamur , garam , minyak goreng , saus jamur , jamur tiram blender , bawang putih cincang halus , keju parut , maizena cairkan dgn air , saus tiram , kecap manis , merica halus , garam & kaldu jamur , air , pelengkap , buncis wortel kukus",6
Ayam Saos Asam Manis Simple,1/4 kg Ayam bagian dada fillet (Potong dadu)--Secukupnya air jeruk nipis utk baluran--1 Bungkus tepung bumbu ayam instan uk besar + campur sedikit tepung terigu--3 Siung b.putih (iris tipis)--3 Siung b.merah (Iris tipis)--1 Buah b.bombay (Iris tipis)--1 Buah tomat uk besar (Haluskan)--3 sdm saos sambal--1 Sdm Saos tiram--Secukupnya Gula & garam--Secukupnya merica bubuk--,"1) Lumuri ayam yg sdh dipotong dadu dgn garam & perasan jeruk nipis (diamkan sebentar)
2) Baluri ayam dengan tepung basah, lanjutkan ke tepung kering, diamkan sebentar
3) Goreng ayam yg sdh dbaluri tepung sampai kering & matang, angkat tiriskan.
4) Membuat Saos Asam Manis : -Tumis b.merah & putih (sy suka klo bawang y agak kering)
5) Masukkan bawang bombay, tumis sebentar.
6) Masukkan tomat buah yg sdh dihaluskan tdi, tumis lagi pakai api sedang, tambahkan air secukupnya
7) Masukkan saos sambal, saos tiram, sedikit perasan jeruk nipis, gula, garam & merica (koreksi sampai rasanya terasa asam manis gurih segar)
8) Masukkan ayam yg sdh digoreng tdi kedalam saos asam manis, diamkan sebentar
9) Setelah ayam sdh cukup merasap dengan saos asam manisnya matikan api dan siap disajikan dengan nasi putih hangat",6,https://cookpad.com/id/resep/4472901-ayam-saos-asam-manis-simple,ayam,ayam saos asam manis simple,11,"ayam dada fillet potong dadu , air jeruk nipis utk baluran , tepung bumbu ayam instan + campur tepung terigu , bawang putih tipis , bawang merah tipis , bawang bombai tipis , tomat haluskan , saos sambal , saos tiram , gula & garam , merica bubuk",9
Mie Ayam Homemade by suami😂😂😂,Bahan mie ayam :--1 kg tepung terigu proteiin tinggi--4 butir telur--3 sendok minyak goreng--Air--Secukupnyaa garam--Air untuk merebus mie :--secukupnya Air--Minyak goreng--Bumbu halus kuah ayam untuk mie ayam :--3 Dada ayam(potong kotak2 jngn terlalu besar)--5 siung bawang merah--5 siung bawang putih--4 buah kemiri--secukupnya Lada--Secukupnya ketumbar--Jahe--Lengkuas--2 lembar sereh--5 lembar daun jeruk--2 lembar daun salam--Kecap--Gula merah--Minyak untuk menumis--Bahan pelengkap :--Daun bawang--Sawi hijau--Bawang goreng(me gak pakai lupa)--Bahan sambal :--20 buah cabai rawit merah--Garam(agar tidak cepat bau asam)--Air untuk merebus--,"1) Kocok telur masukan garam n minyak goreng,aduk rata.masukan tepung terigu uleni pakai tangan sampai kalis(tidak menempel di tangan)diamkan 5 menit.
2) Bagi adonan menjadi beberapa untuk memudahkan menggilasnya nanti,pipihkn pakai tangan lalu giling pakai ketebalan 4 setalah itu giling lg pakai ketebalan 1(ketebelan selera ya kalau saya suka yg tipis),sebelum di giling ke cetakan mie beri taburan terigu di atas adonannya agar tidak menempel,lakukan sampai adonan habis.
3) Bagi mie menjadi beberapa porsi jngn lupa di beri taburan terigu ya agar tidak menempel.
4) Haluskan semua bumbu halus kecuali daun jeruk&salam.
5) Siapkan penggorengan beri minyak untuk menumis bumbu halus,masukan daun jeruk(sobek2)&daun salam,sereh geprek aja,tunggu sampai harum,lalu masukan ayam beri air(banyak boleh karna untuk kuahnya nanti)masukan kecap n gula merah,garam&penyedap test rasa.
6) Untuk sambal rebus cabai merah rawit kira2 5menit.
7) Siapkan panci beri air untuk merebus mie, masukan minyak goreng ke dalam air tujuaan untuk tidak menyatu.setelah mendidih masukan mie tunggu sampai mie naik ke atas barubdi angkat.
8) Siapkan mangkok beri garam n kuah ayam aduk2 mie baru di berikan bahan pelengkap.
9) Mie ayam homemade by suami siap di sajikan",0,https://cookpad.com/id/resep/4472541-mie-ayam-homemade-by-suami%F0%9F%98%82%F0%9F%98%82%F0%9F%98%82,ayam,mie ayam homemade by suami,32,"mie ayam , tepung terigu , telur , minyak goreng , air , garam , air merebus mie , air , minyak goreng , bumbu halus kuah ayam mie ayam , dada ayam potong kotak jngn , bawang merah , bawang putih , kemiri , lada , ketumbar , jahe , lengkuas , serai , daun jeruk , daun salam , kecap , gula merah , minyak menumis , pelengkap , daun bawang , sawi hijau , bawang goreng me lupa , sambal , cabai rawit merah , garam cepat bau asam , air merebus",9
Ayam Bakar Pedas Manis Resep :Nila Sari,1 Ekor Ayam Broiler Ukuran Jumbo--Bumbu :--5 Siung Bawang Merah--10 Buah Cabe (Optional)--1 Ruas Jahe--1 Ruas Kunyit--Secukupnya Lada Bubuk--Secukupnya Ketumbar--2 Lembar Daun Jeruk--3 Lembar Daun Salam--1 Batang Serai--4 Siung Bawah Putih--Secukupnya Kecap--Secukupnya Gula Merah--Secukupnya Minyak Goreng--Secukupnya Royco--Secukupnya Garam--1 Bungkus Santan Kara--,"1) Iris tipis bawang merah dan daun jeruk.
2) Haluskan cabe, bawang putih, lada, ketumbar, jahe dan kunyit.
3) Tumis bawang merah hingga wangi.
4) Masukan bumbu yang telah dihaluskan ke dalam tumisan bawang tumis semua hingga harum.
5) Masukan serai, daun jeruk dan daun salam masak sedikit tuang santan kara dan tambahkan air.
6) Kemudian masukan ayam taburi royco, lada dan garam aduk aduk tutup dan tunggu ayam empuk dan air mulai susut tes rasa.
7) Bakar ayam bisa menggunakan arang, teflon, atau batu bakar (saya memakai grill lebih praktis).
8) Selamat Mencoba.",8,https://cookpad.com/id/resep/4472362-ayam-bakar-pedas-manis-resep-nila-sari,ayam,ayam bakar pedas manis resep nila sari,18,"ayam broiler jumbo , bumbu , bawang merah , cabe , jahe , kunyit , lada , ketumbar , daun jeruk , daun salam , serai , putih , kecap , gula merah , minyak goreng , royco , garam , santan kara",8
Semur Ayam Kentang Ala Mama Kirana,"1/2 Ekor ayam--Kentang--Bumbu Halus :--Bawang putih - bisa di sesuaikan sesuaikan--Bawang merah--Merica--Kemiri--Sedikit biji Pala--Cabai Merah kriting, bila suka pedas--Sedikit jahe--Rempah:--Daun salam--Lengkuas--Sereh--Kapulaga--Kulit manis--Irisan bawang bombay--Irisan tomat--Garam--Kecap manis--Sedikit penyedap rasa--Jeruk nipis untuk ayam--","1) Cuci bersih ayam lalu baluri dengan perasan jeruk nipis
2) Cuci lagi ayam dan baluri dengan garam lalu rebus sebentar lalu di goreng
3) Kentang saya goreng bisa di sesuaikan sesuai selera masing²
4) Tips goreng ayam agar hasil nya tdk keras : di goreng hanya sebentar
5) Tumis bawang bombay lalu masukan bumbu halus dan masukkan semua rempah + irisan tomat + kecap manis
6) Setelah bumbu harum masukkan air tunggu gingga mendidih
7) Tambahkan garam + penyedap rasa apabila kurang manis bisa ditambahkan kecap lagi
8) Setelah semua sudah sesuai dgn rasa masukkan kentang goreng + ayam goreng
9) Tunggu kuah hingga menyusut dan kiraa² 5 mnt angkat. Dan terakhir saya taburin bawang goreng bisa disesuaikan jg dgn selera masing². Selesai",2,https://cookpad.com/id/resep/4472563-semur-ayam-kentang-ala-mama-kirana,ayam,semur ayam kentang ala mama kirana,22,"ayam , kentang , bumbu halus , bawang putih , bawang merah , merica , kemiri , pala , cabai merah kriting , suka pedas , jahe , rempah , daun salam , lengkuas , serai , kapulaga , kulit manis , irisan bawang bombai , irisan tomat , garam , kecap manis , penyedap , jeruk nipis ayam",9
Ayam suwir,300 gram Ayam suwir (sudah direbus/Goreng)--5 siung bawang merah--3 siung bawang putih--1/2 buah tomat--1/2 sdt merica--1/2 sdt terasi--2 buah cabe rawit--2 buah cabe kriting--Secukupnya gula--Secukupnya garam--Secukupnya air--Secukupnya penyedap rasa (Royco)--2 lembar daun salam--1 jari Lengkuas geprek--,"1) Haluskan semua bumbu kecuali tomat, lengkuas, Dan daun salam
2) Siapkan wajan untuk menumis Bumbu, kemudian tuang sedikit minyak Goreng Dan tumis Bumbu yang sudah dihaluskan ditambah daun Salam Dan lengkuas
3) Setelah tercium bau Bumbu yang ditumis kemudian masukkan tomat yang sudah dipotong potong
4) Kemudian setelab tomat layu masukkan air secukupnya Dan rasakan kuahnya kalau belum pas bisa ditambahkan penyedap rasa (Royco)
5) Masukkan ayam yang sudah disuwir Dan aduk
6) Tunggu sampai meresap Dan air berkurang
7) Dan sajikan",0,https://cookpad.com/id/resep/4471653-ayam-suwir,ayam,ayam suwir,14,"ayam suwir direbus goreng , bawang merah , bawang putih , tomat , merica , terasi , cabe rawit , cabe kriting , gula , garam , air , penyedap royco , daun salam , lengkuas",7
Ayam goreng tepung,150 gr fillet ayam--5 sdm tepung bumbu serbaguna--1 butir telur ayam (kocok lepas)--Garam sck--Minya goreng secukupnya untuk menggoreng--,"1) Cuci ayam, tiriskan beri perasan jeruk lemon (skip boleh) Potong ayam bentuk dadu.
2) Koco telur beri secukupnya garam. Masukkan ayam yg telah dipotong dadu.
3) Balurkan ke dalam tepung serbaguna.
4) Goreng pada minyak yg panas.
5) Siap disantap",1,https://cookpad.com/id/resep/4472498-ayam-goreng-tepung,ayam,ayam goreng tepung,5,"fillet ayam , tepung bumbu , telur ayam kocok lepas , garam , minyak goreng",5
Tulang Ayam Pedas Manis,1/2 kg tulang ayam bersihkan lalu potong--5 bh cabe merah keriting--5 bh cabe rawit (tambah jika suka pedas)--4 butir bawang merah--2 butir bawang putih--1 ruas kunyit--2 lbr daun salam--1 lbr daun jeruk--1 btg sereh geprek--1 ruas jahe geprek--1 btr jeruk nipis--secukupnya kaldu bubuk--secukupnya gula pasir--secukupnya kecap manis--500 ml air untuk merebus tulang--minyak untuk menumis--,"1) Setelah tulang ayam di bersihkan dan di potong potong lumuri tulang dengan perasan jeruk nipis lalu biarkan
2) Siapkan bumbu yg akan di haluskan bwg merah, bwg putih, cabe, dan kunyit blender hingga halus
3) Siapkan air untuk merebus tulang tambahkan jahe yg sudah di geprek dan daun jeruk ungkep tulang hingga air menyusut
4) Tumis bumbu yg sudah di halus kan tambahkan air secukupnya dan daun salam juga sereh geprek, masukan tulang ayam, beri kaldu bubuk, gula pasir dan kecap manis secukupnya jgn lupa test rasanya dan biarkan tulang ayam hingga meresap
5) Setelah tulang ayam kuahnya agak sedikit meresap angkat lalu sajikan
6) Bisa untuk teman makan mie ayam lohh moms",3,https://cookpad.com/id/resep/4472409-tulang-ayam-pedas-manis,ayam,tulang ayam pedas manis,16,"tulang ayam bersihkan potong , cabe merah keriting , cabe rawit suka pedas , bawang merah , bawang putih , kunyit , daun salam , daun jeruk , serai , jahe , jeruk nipis , kaldu bubuk , gula pasir , kecap manis , air merebus tulang , minyak menumis",6
Ayam penyet rumahan,"1 ekr ayam negri cuci bersih ptng beri air jeruk nipis cuci lagi--1 buah jeruk nipis--Bumbu ayam goreng jd,yg bsah. bisa beli di pasar,aku beli 3rb--2 lmbr daun salam--2 lmbr daun jeruk--1 btng sere geprek--Garam secukupnya dan penyedap--secukupnya Minyak goreng--Sambel penyet:--20 buah cabe rawit merah--5 buah cabe merah--2 siung bawang p kating--5 buah bawang merah goreng sebentr--Penyedap dan sedikit gula--","1) Ungkep ayam bersama bumbu jadi, daun salam, daun jeruk, sere,dan garam,tambah sedikit penyedap apinya kecil ajah ya. Lalu tutup
2) Apabila sudah empuk dan matang goreng dalam minyak panas dan banyak sampe warna kuning kecoklatan, angkat
3) Sementara lagi goreng ayam, kita siapkan sambel dulu, uleg semua cabe, dan bawang merah garam,sedikit gula dan penyedap, setelah agak halus kumpulin sambalnya di tengah cobek lalu siram dengan minyak panas bekas goreng ayam tadi lalu uleg lagi supaya rata
4) Masukan ayam goreng ke dalam cobek lalu penyet pake ulegan, siap di hidangkan
5) Selamat mencoba",3,https://cookpad.com/id/resep/4472187-ayam-penyet-rumahan,ayam,ayam penyet rumahan,14,"ayam negri ptng air jeruk nipis , jeruk nipis , bumbu ayam goreng , daun salam , daun jeruk , btng serai geprek , garam penyedap , minyak goreng , sambel penyet , cabe rawit merah , cabe merah , bawang putih , bawang merah goreng , penyedap gula",5
Sop ayam,1 kg ayam potong kecil kecil--1/2 kg ceker ayam bersihkan--1/2 kg kentang iris--1/2 kg wortel iris--1 mangkok makaroni (rebus)--2 batang daun bawang (sesuai selera)--4 batang daun seledri (sesuai selera)--Bumbu dihaluskan :--8 siung bawang merah--5 siung bawang putih--Tambahan :--1 sendok teh lada halus--secukupnya Garam--Penyedap rasa (bila Sun's saya pake gula aja)--,"1) Tumis bawang merah dan bawang putih hingga harum
2) Masukkan potongan ayam dan ceker ke tumisan bumbu aduk rata
3) Pindahkan ke panci besar tanbahkan air secukupkan
4) Didihkan sampai ayam dan ceker cukup matang
5) Masukkan kentang dan wortel yang diiris tadi, tunggu sampai lembut
6) Masukkan macaroni yg sudah direbus
7) Taburkan lada bubuk dan garam, tes rasa
8) Terakhir masukkan daun bawang dan daun seledri
9) Siap dihidangkan, taburkan bawang goreng biar tambah maknyuss",3,https://cookpad.com/id/resep/4472298-sop-ayam,ayam,sop ayam,14,"ayam potong , ceker ayam bersihkan , kentang , wortel , mangkok makaroni rebus , batang daun bawang , batang daun seledri , bumbu dihaluskan , bawang merah , bawang putih , tambahan , lada , garam , penyedap suns pake gula",9
Ayam suwir,400 grm dada ayam--3 lembar daun jeruk--4 siung bawang putih--6 siung bawang merah--1 cm jahe--1 cm kunyit--secukupnya Garam dan gula--Minyak untuk menumis--,"1) Rebus ayam sampai matang dan di suir suir.
2) Haluskan bawang putih, bawang merah, jahe, dan kunyit.
3) Panaskan minyak tumis bumbu halus, masukkan daun jeruk masak hingga harum tambahkan air secukupnya.
4) Masukkan ayam masak hingga matang.",0,https://cookpad.com/id/resep/4472222-ayam-suwir,ayam,ayam suwir,8,"dada ayam , daun jeruk , bawang putih , bawang merah , jahe , kunyit , garam gula , minyak menumis",4
Nugget Ayam Home Made,"1/4 kg ayam d fillet ambil dagingnya aja--1 buah wortel--1 buah daun bawang prei--4 siung bawang putih--8 siung bawang merah--1 sdt merica--1/2 kg tepung tapioka--2 telur ayam--Garam, penyedap rasa--Tepung roti/ tepung panir--","1) Cuci bersih ayam. Setelah itu potong kecil2. Masukkan dlm blender. Tambahkan 1 telur ayam, bwg pth, bwg merah, merica. Air sdkt. Lalu blender.
2) Setelah itu parut wortel, ptong kecil2 daun bawang prei
3) Taruh adonan ayam dalam wadah
4) Masukkan wortel, daun prei, tepung tapioka 10 sdm. Kalau pengen lebih padet bisa tambahkan lagi. Sesuai selera
5) Aduk2 ya sampai tercampur rata. Tambah i garam, penyedap.
6) Siapkan wadah. Tuang adonan ke dalam wadah yg sebelumnya d olesi mentega
7) Kukus d panci pengukusan. Kukus 30 - 40 mnt.
8) Setelah matang, keluarkan dr panci. Biarkan dingin. Lalu keluarkan.
9) Siapkan 1 telur (dikocok), tepung panir. Potong2 adonan jd kecil2, celupkan ke telur, lalu baluri dg tepung panir.
10) Setelah itu goreng.Nugget siap d hidangkan. Nugget juga bisa d simpan d dalam freezer ya moms . Jadi sewaktu2 bisa langsung goreng.",6,https://cookpad.com/id/resep/4472482-nugget-ayam-home-made,ayam,nugget ayam home made,10,"ayam fillet ambil dagingnya , wortel , daun bawang prei , bawang putih , bawang merah , merica , tepung tapioka , telur ayam , garam , penyedap , tepung roti tepung panir",10
